Title,IMDB id,Year,Rating,Genre,Top_cast
Youngistaan,tt3514330,2014,5.2,"Drama, Romance","Jackky BhagnaniAbhimanyu Kaul(as Jacky Bhagnani), Neha SharmaAnwita Chauhan, Farooq Shaikh"
Madea's Family Reunion,tt0455612,2006,5.3,"Comedy, Drama, Romance","Tyler PerryMadea…, Blair UnderwoodCarlos Armstrong, Lynn WhitfieldVictoria"
Kabhi Khushi Kabhie Gham...,tt0248126,2001,7.4,"Drama, Musical, Romance","Shah Rukh KhanRahul Raichand, KajolAnjali Sharma, Amitabh BachchanYashvardhan Raichand"
Refugee,tt0250690,2000,5.2,"Drama, Musical, Romance","Jackie ShroffBSF Officer Raghuvir Singh, Suniel ShettyRanger Mohammad Ashraf(as Sunil Shetty), Abhishek BachchanRefugee"
Jhootha Hi Sahi,tt1322257,2010,6.2,"Comedy, Drama, Romance","John AbrahamSiddharth Arya…, Paakhi A. TyrewalaMishka(as Pakhi Tyrewala), Raghu RamOmar"
Bichhoo,tt0252277,2000,5.0,"Action, Crime, Drama","Bobby DeolJeeva, Rani MukerjiKiran Bali(as Rani Mukherji), Ashish VidyarthiDevraj Khatri"
Kahin Pyaar Na Ho Jaaye,tt0268401,2000,4.4,"Comedy, Drama, Musical","Kashmira ShahNeelu, Salman KhanPrem Kapoor, Jackie ShroffTiger"
Zeher,tt0451983,2005,5.6,"Crime, Drama, Mystery","Emraan HashmiSiddharth Mehra(as Emran Hashmi), Shamita ShettySonia Mehra, Udita GoswamiAnna Verghese"
Mere Baap Pehle Aap,tt1170404,2008,5.5,"Comedy, Drama, Romance","Akshaye KhannaGaurav J. Rane, Paresh RawalJanardhan Vishamber Rane, Genelia DeshmukhSheekha N. Kapoor(as Genelia D'Souza)"
Om Jai Jagadish,tt0327071,2002,5.5,"Drama, Musical, Romance","Waheeda RehmanSaraswati Batra, Anil KapoorOm Batra, Fardeen KhanJai Batra"
Nobody's Fool,tt8097306,2018,5.0,"Comedy, Drama, Romance","Tiffany HaddishTanya, Tika SumpterDanica, Omari HardwickFrank"
Tezaab,tt0096252,1988,6.9,"Action, Crime, Drama","Anil KapoorMahesh Deshmukh (Munna), Madhuri DixitMohini, Anupam KherShyamlal (Mohini's dad)"
Darna Zaroori Hai,tt0476649,2006,5.4,Horror,"Amitabh BachchanProfessor, Riteish DeshmukhStudent(as Ritesh Deshmukh), Arjun RampalMan asking for phone call"
Rang Rasiya,tt1239276,2008,7.0,"Biography, Drama, Romance","Randeep HoodaRaja Ravi Verma, Nandana SenSugandha, Paresh RawalGovardhandas"
Tango & Cash,tt0098439,1989,6.4,"Action, Comedy, Crime","Sylvester StalloneTango, Kurt RussellCash, Teri HatcherKiki"
Apna Sapna Money Money,tt0493437,2006,5.4,"Comedy, Musical, Romance","Riteish DeshmukhKishan(as Ritesh Deshmukh)…, Shreyas TalpadeArjun Fernandes, Riya SenShivani S. Shashtri"
Kyo Kii... Main Jhuth Nahin Bolta,tt0297241,2001,5.4,"Action, Comedy, Drama","GovindaRaj Malhotra, Sushmita SenSonam, RambhaTara"
Sarkar 3,tt5742874,2017,4.9,"Action, Crime, Drama","Amitabh BachchanSubhash Nagre…, Yami GautamAnnu Karkare, Manoj BajpayeeGovind Deshpande"
Crook: It's Good to Be Bad,tt1753640,2010,5.1,"Action, Crime, Drama","Emraan HashmiJai Dixit…, Neha SharmaSuhani, Arjan BajwaSamarth"
Raju Chacha,tt0271748,2000,5.1,"Action, Comedy, Drama","KajolAnna, Ajay DevgnShekhar…, Rishi KapoorSiddhant Rai"
Ek Aur Ek Gyarah: By Hook or By Crook,tt0354538,2003,5.3,"Action, Comedy, Crime","Sanjay DuttSitara, GovindaTara, Amrita AroraPriti"
Deshdrohi,tt14845934,2005,1.9,Drama,"Nirmal AulakhInspector Shera, Sonali OberoiRuby, Dalbir SinghKaram Chand Deshdrohi"
404 Error - IMDb,tt2616880,,,,
Dil Maange More!!!,tt0328729,2004,5.2,"Musical, Romance","Shahid KapoorNikhil Mathur, Ayesha TakiaShagun, Tulip JoshiSara"
Khuda Gawah,tt0104607,1992,6.5,"Action, Adventure, Drama","Amitabh BachchanBaadshah Khan, SrideviBenazir…, Nagarjuna AkkineniInsp. Raja Mirza(as Nagarjuna)"
The Sky Is Pink,tt8902990,2019,7.6,"Drama, Romance","Priyanka Chopra JonasAditi Chaudhary, Farhan AkhtarNiren Chaudhary, Zaira WasimAisha Chaudhary"
Krantiveer,tt0110280,1994,7.4,"Action, Crime, Drama","Nana PatekarPratap Narayan Tilak, Dimple KapadiaMegha Dixit, Atul AgnihotriAtul Dhayal(as Atul Agnihotree)"
Aval Peyar Rajni,tt27470474,2023,7.5,"Crime, Thriller","Lakshmi Gopalaswamy, Kalidas Jayaram, Reba Monica John"
Hamara Dil Aapke Paas Hai,tt0255212,2000,5.5,"Action, Drama, Romance","Anil KapoorAvinash, Aishwarya Rai BachchanPreeti Vyas(as Aishwarya Rai), Sonali BendreKhushi Malhotra"
Shagird,tt1828289,2011,7.0,"Action, Crime, Drama","Nana PatekarSr. Inspector Hanumant Singh, Mohit AhlawatS.I. Mohit Kumar, Rimi SenVarsha Mathur(as Rimi)"
Karma Calling,tt3267090,2013,7.2,"Short, Comedy","Jennifer BestKarma, Erik BeachamSonny Johnson, Carmen DahlmanCatalina Cardinal"
Missing,tt10855768,2023,7.1,"Drama, Mystery, Thriller","Tim GriffinJames, Ava Zaria LeeYoung June(as Ava Lee), Nia LongGrace"
Shahenshah,tt0093949,1988,6.3,"Action, Adventure","Amitabh BachchanInspector Vijay Kumar Srivastava…, Meenakshi SheshadriShalu, Aruna IraniJulie"
Laila Majnu,tt8011276,2018,7.7,"Drama, Romance","Avinash TiwaryQais Bhat…, Triptii DimriLaila(as Tripti Dimri), Sumit KaulIbban…"
Aankhen,tt0306434,2002,7.4,"Crime, Drama, Thriller","Amitabh BachchanVijay Singh Rajput, Akshay KumarVishwas Prajapati, Sushmita SenNeha Srivastav"
Dushman,tt0189492,1998,6.8,"Action, Crime, Drama","KajolSonia…, Sanjay DuttMajor Suraj Singh Rathod, Ashutosh RanaGokul Pandit"
Al di là delle nuvole,tt0114086,1995,6.4,"Drama, Romance","Fanny ArdantPatricia, Chiara CaselliMistress, Irène JacobThe Girl"
Kyun! Ho Gaya Na...,tt0349703,2004,4.3,"Comedy, Drama, Romance","Amitabh BachchanRaj Chauhan (Uncle), Vivek OberoiArjun Khanna, Aishwarya Rai BachchanDiya Malhotra(as Aishwarya Rai)"
Going in Style,tt2568862,2017,6.6,"Comedy, Crime","Michael CaineJoe Harding, Alan ArkinAlbert Garner, Ann-MargretAnnie Santori"
Milenge Milenge,tt0443331,2010,4.0,"Drama, Romance","Kareena KapoorPriya Malhotra, Shahid KapoorAmit 'Immy' T. Kapoor, Aarti ChhabriaSofiya Rajeev Arora"
Well Done Abba!,tt1397492,2009,7.2,Comedy,"Boman IraniArmaan Ali…, Minissha LambaMuskan Ali, Sammir DattaniArif Ali"
Tridev,tt0100816,1989,6.5,"Action, Crime, Drama","Sunny DeolKaran Saxena, Naseeruddin ShahJai Singh, Jackie ShroffRavi Mathur"
Musafir,tt0430381,2004,5.6,"Action, Crime, Drama","Anil KapoorLucky, Sameera ReddySam, Aditya PancholiInspector Tiger"
Jalebi,tt8426854,2018,6.1,"Drama, Romance","Rhea ChakrabortyMiss Aisha Pradhan, Varun MitraDev Mathur, Digangana SuryavanshiAnu D Mathur"
Khiladi 420,tt0255305,2000,5.2,"Action, Romance, Thriller","Akshay KumarDev Kumar Malhotra, Mahima ChaudhryRitu Bhardwaj(as Mahima Choudhary), Antara MaliMonica D'Souza"
Sonic the Hedgehog 3,tt18259086,2024,,"Action, Adventure, Comedy","Jim CarreyDr. Robotnik, Idris ElbaKnuckles(voice), James MarsdenTom Wachowski"
Phir Milenge,tt0422950,2004,6.2,Drama,"Salman KhanRohit Manchanda, Abhishek BachchanAdvocate Tarun Anand, Shilpa Shetty KundraTamanna Sahni(as Shilpa Shetty)"
1920: Evil Returns,tt2222550,2012,4.9,"Drama, Horror, Romance","Aftab ShivdasaniJaidev Verma, Tia BajpaiSmriti…, Sharad KelkarAmar"
Akaash Vani,tt2423132,2013,6.3,"Drama, Romance","Kartik AaryanAkaash, Nushrratt BharucchaVani(as Nushrat Bharucha), Sunny SinghRavi(as Sunny Singh Nijjar)"
Pihu,tt8458202,2016,6.7,"Drama, Thriller","Rahul Bagga, Pihu Myra VishwakarmaPihu, Prerna VishwakarmaPihu's mother"
Sixteen Candles,tt0088128,1984,7.0,"Comedy, Romance","Molly RingwaldSamantha, Anthony Michael HallGeek, Justin HenryMike Baker"
Mirzya,tt4940456,2016,4.6,"Action, Drama, Fantasy","Harshvardhan KapoorMunish…, Saiyami KherSuchitra, Art Malik"
Devdas,tt0238936,2002,7.5,"Drama, Musical, Romance","Shah Rukh KhanDevdas Mukherji(as Shahrukh Khan), Madhuri DixitChandramukhi, Aishwarya Rai BachchanParvati 'Paro'(as Aishwarya Rai)"
Ek Paheli Leela,tt4500734,2015,3.8,"Mystery, Romance, Thriller","Sunny LeoneLeela…, Rahul DevBhairav, Mohit AhlawatRanveer"
Brahman Naman,tt5240748,2016,5.5,Comedy,"Shashank AroraNaman, Tanmay DhananiaAjay, Chaitanya VaradRamu"
Suhaag,tt0111308,1994,5.7,"Action, Comedy, Drama","Ajay DevgnAjay R. Sharma…, Akshay KumarRaj Sinha, Karisma KapoorPooja(as Karishma Kapoor)"
Aiyyaa,tt2255934,2012,4.4,"Comedy, Romance","Rani MukerjiMeenakshi Deshpande, Prithviraj SukumaranSurya(as Prithviraj), Nirmiti SawantAai, Meenakshi's mother"
Saaransh,tt0088031,1984,8.1,Drama,"Anupam KherB.V. Pradhan, Rohini HattangadiParvati Pradhan(as Rohini Hattangady), Soni RazdanSujata Suman"
Hawaa Hawaai,tt3501994,2014,7.3,"Drama, Family, Sport","Makrand DeshpandeHarishchandra Waghmare, Partho A. GupteArjun Harishchandra Waghmare(as Partho Gupte), Devraya GoleMauli"
Mr. X - IMDb,tt26258714,,,"Action, Thriller","Manju Warrier, Arya, R. Sarathkumar"
Do Ankhen Barah Haath,tt0050322,1957,8.4,"Comedy, Crime, Drama","Shantaram Rajaram VankudreJailer Adinath(as V. Shantaram), SandhyaChampa, UlhasShanker Passi(as Ullhas)"
Aap Kaa Surroor: The Moviee - The Real Luv Story,tt0995840,2007,2.4,"Drama, Romance, Thriller","Himesh ReshammiyaHimesh 'HR' Reshammiya, Hansika MotwaniRiaa Bakshi(as Hannsikaa), Mallika SherawatAdvocate Ruby James"
The Jewel Thief,tt27447330,2023,6.5,"Documentary, Crime, Mystery","Joe BarlamUniformed Police Officer, James DaleSwat officer, Joseph FloreGerald Blanchard"
Raaz Reboot,tt5639388,2016,4.4,"Horror, Mystery, Romance","Emraan HashmiAditya, Kriti KharbandaShaina, Suzanna MukherjeeShreya"
"Good Boy, Bad Boy",tt0489486,2007,3.9,"Comedy, Musical","Tusshar KapoorRajan P. Malhotra, Emraan HashmiRaju P. Malhotra, Isha SharvaniRashmi D. Awasthi"
Do Bigha Zamin,tt0045693,1953,8.3,Drama,"Balraj SahniShambu Maheto, Nirupa RoyParvati (Paro) Maheto, Ratan KumarKanhaiya Maheto(as Rattan Kumar)"
Samay: When Time Strikes,tt0384491,2003,7.0,"Crime, Mystery, Thriller","Sushmita SenACP Malvika Chauhan, Lucy BartholomewRitika Sabharwal, Tushar DalviDr. Ravi"
Seeta Aur Geeta,tt0078222,1972,6.9,"Adventure, Comedy, Drama","DharmendraRaka, Sanjeev KumarRavi, Hema MaliniSeeta…"
Bhoomi,tt10893170,2021,4.7,"Action, Drama","Jayam RaviBhoominathan, Nidhhi Agerwal, CricknowleShivalik"
Yeh Lamhe Judaai Ke,tt0385351,2004,3.1,"Drama, Mystery, Romance","Shah Rukh KhanDushant, Raveena TandonJaya, Navneet NishanNisha"
Aks,tt0289845,2001,5.8,"Action, Crime, Horror","Amitabh BachchanInsp. Manu Verma, Raveena TandonNeeta, Manoj BajpayeeRaghavan Ghatge(as Manoj Bajpai)"
Makdee,tt0341455,2002,7.5,"Comedy, Family, Fantasy","Shabana AzmiMakdee, Shweta Basu PrasadChunni(as Shweta Prasad)…, Makrand DeshpandeKallu"
Behen Hogi Teri,tt6537508,2017,5.6,Comedy,"Rajkummar RaoGattu, Shruti HaasanBinny, Gautam GulatiRahul"
"Gandhi, My Father",tt0459293,2007,7.3,"Biography, Drama, History","Akshaye KhannaHarilal Gandhi, Darshan JariwalaMohandas Karamchand Gandhi, Shefali ShahKasturba Gandhi"
Babumoshai Bandookbaaz,tt6711660,2017,6.9,"Action, Comedy, Crime","Nawazuddin SiddiquiBabu Bihari, Bidita BagFulva, Jatin GoswamiBanke Bihari"
Union Leader,tt6395306,2017,7.1,Drama,"Rahul BhatJay, Tillotama ShomeGeeta, Prashant BarotSatish"
Hawaizaada,tt4338154,2015,5.5,"Biography, Drama","Naman JainNarayan Talpade, Mithun ChakrabortySubbaraya Shastry, Samir ChandraStage Owner"
Dil Hai Tumhaara,tt0328998,2002,5.5,"Drama, Romance","RekhaSaritaji, Preity G ZintaShalu(as Preity Zinta), Arjun RampalDev Khanna"
Bobby,tt0308055,2006,7.0,"Biography, Drama, History","Anthony HopkinsJohn, Demi MooreVirginia, Sharon StoneMiriam Ebbers"
Bandhan,tt0273452,1998,4.8,"Action, Drama, Romance","Jackie ShroffThakur Suraj Pratap, Salman KhanRaju, RambhaJyoti"
Nishabd,tt0824375,2007,5.4,Drama,"Amitabh BachchanVijay, Jiah KhanJiah, RevathiAmrita(as Revathy)"
Waiting...,tt0348333,2005,6.7,Comedy,"Ryan ReynoldsMonty, Anna FarisSerena, John Francis DaleyMitch"
Tango Charlie,tt0444913,2005,6.1,"Action, Adventure, Drama","Ajay DevgnHavaldar Mohammed Ali…, Bobby DeolSepoy Tarun Chauhan…, Habib MithiborwalaVictim's child(credit only)"
Hadh Kar Di Aapne,tt0244528,2000,5.3,"Comedy, Romance","GovindaRaj Malhotra…, Rani MukerjiAnjali Khanna, Johny LeverFather…"
Hotel Salvation,tt5997928,2016,7.0,"Comedy, Drama","Adil HussainRajiv, Lalit BehlDaya, Geetanjali KulkarniLata"
Ek Ajnabee,tt0457875,2005,5.3,"Action, Crime, Drama","Amitabh BachchanCol. Suryaveer Singh, Arjun RampalShekhar Verma, Perizaad ZorabianNikasha R. Rathore"
Revolver Rani,tt3290688,2014,4.6,"Action, Comedy, Crime","Kangana RanautAlka Singh (Revolver Rani), Vir DasRohan Mehra, BackagaindancerRajkumar"
Delhi Safari,tt1172587,2012,5.5,"Animation, Adventure, Comedy","GovindaBajrangi(voice), Akshaye KhannaAlex(voice), Urmila MatondkarBegum(voice)"
Dil Ka Rishta,tt0330217,2003,4.8,"Drama, Musical, Romance","Arjun RampalJai Mehta, Aishwarya Rai BachchanTia Sharma(as Aishwarya Rai), Priyanshu ChatterjeeRaj Sharma"
Army of the Dead,tt0993840,2021,5.8,"Action, Crime, Drama","Dave BautistaScott Ward, Ella PurnellKate Ward, Ana de la RegueraMaria Cruz"
Dumb Money,tt13957560,2023,6.9,"Biography, Comedy, Drama","Paul DanoKeith Gill, Pete DavidsonKevin Gill, Vincent D'OnofrioSteve Cohen"
Jaanam Samjha Karo,tt0226847,1999,4.8,"Drama, Romance","Salman KhanRahul, Urmila MatondkarChandni, Jaspal BhattiIshwar Singh ('Tubby') - Rahul's Secretary"
Alone,tt7711170,2020,6.2,"Drama, Horror, Mystery","Jules WillcoxJessica, Marc MenchacaMan, Anthony HealdRobert"
Aa Ab Laut Chalen,tt0149568,1999,5.3,"Musical, Romance, Drama","Rajesh KhannaBalraaj Khanna, Akshaye KhannaRohan Khanna, Aishwarya Rai BachchanPooja Walia(as Aishwarya Rai)"
Hisss,tt1244093,2010,2.9,"Comedy, Drama, Horror","Mallika SherawatSnake Woman, Irrfan KhanVinkram Gupta, Jeff DoucetteGeorge States"
Kabhi Khushi Kabhie Gham...,tt0248126,2001,7.4,"Drama, Musical, Romance","Shah Rukh KhanRahul Raichand, KajolAnjali Sharma, Amitabh BachchanYashvardhan Raichand"
Oh Darling Yeh Hai India,tt0114031,1995,4.0,Comedy,"Shah Rukh KhanHero, Deepa SahiMiss India, Jaaved JaaferiPrince of Don(as Javed Jaffrey)"
India's Most Wanted,tt8484942,2019,4.7,"Action, Adventure, Thriller","Arjun KapoorPrabhat Kumar, Sudev NairYusuf, Preet BhullarISI Agent"
Dus Kahaniyaan,tt0823451,2007,5.7,Drama,"Arbaaz KhanRahul Sarin (segment ""Matrimony""), Mandira BediPooja (segment ""Matrimony""), Sudhanshu PandeyLt. Col. Aditya Singh (segment ""Matrimony"")"
Ujda Chaman,tt11046300,2019,6.9,Comedy,"Sunny SinghChaman Kohli, Maanvi GagrooApsara, Karishma SharmaAaina"
Yaarana,tt0083349,1981,6.9,"Action, Comedy, Drama","Amitabh BachchanKishan Kumar, Neetu SinghKomal, Tanuja SamarthSheela(as Tanuja)"
Ardh Satya,tt0085178,1983,8.1,"Crime, Drama","Om PuriSub-Inspector Anant Velankar, Smita PatilJyotsna Gokhale, Amrish PuriFaujdar Velankar"
Chandani,tt0097045,1989,6.7,"Drama, Musical, Romance","SrideviChandni Mathur, Rishi KapoorRohit Gupta, Vinod KhannaLalit Khanna"
A Classic Horror Story,tt12877640,2021,5.7,"Drama, Horror, Mystery","Matilda Anna Ingrid LutzElisa(as Matilda Lutz), Francesco RussoFabrizio, Peppino MazzottaRiccardo"
Trauma,tt6705640,2017,4.8,"Action, Drama, Horror","Catalina MartinAndrea, Macarena CarrereCamila, Dominga BofillMagdalena"
Ek Rishtaa: The Bond of Love,tt0284083,2001,5.2,Drama,"Amitabh BachchanVijay Kapoor, Rakhee GulzarPratima Kapoor, Akshay KumarAjay Kapoor"
Get Educated: Paathshaala,tt1194236,2010,5.0,"Drama, Family","Nana PatekarPrincipal Aditya Sahay, Shahid KapoorRahul Prakash Udyavar, Ayesha TakiaAnjali Mathur(as Ayesha Takia Azmi)"
Love Ke Liye Kuch Bhi Karega,tt0287537,2001,6.0,"Comedy, Crime, Romance","Saif Ali KhanPrakash, Fardeen KhanRahul Kapoor, Aftab ShivdasaniHarilal 'Harry'"
Ankur Arora Murder Case,tt2912578,2013,6.5,"Drama, Thriller","Kay Kay MenonDr. Asthana, Visshesh TiwariAnkur Arora(as Vishesh Tiwari), Tisca ChopraNandita Arora"
Aashiqui 2,tt2203308,2013,7.1,"Drama, Music, Musical","Aditya Roy KapoorRahul Jaykar, Shraddha KapoorArohi Keshav Shirke, Shaad RandhawaVivek"
All Is Well,tt7776430,2018,6.5,Drama,"Aenne SchwarzJanne, Andreas DöhlerPiet, Hans LöwMartin"
Hum Aapke Dil Mein Rehte Hain,tt0189592,1999,5.5,"Drama, Romance","Anil KapoorVijay, KajolMegha, Anupam KherMr. Vishwanath"
Aashiq Banaya Aapne: Love Takes Over,tt0477253,2005,4.4,"Drama, Romance, Thriller","Emraan HashmiVikram 'Vicky' Mathur, Tanushree DuttaSneha, Sonu SoodKaran Oberoi"
Ziddi,tt0120551,1997,5.9,"Action, Drama","Sunny DeolDeva Pradhan, Raveena TandonJaya, Anupam KherAdvocate Ashok Pradhan"
Diljale,tt0286593,1996,5.8,"Action, Drama, Romance","Ajay DevgnShaka…, Sonali BendreRadhika, Amrish PuriDara"
It's a Wonderful Afterlife,tt1319716,2010,5.4,"Comedy, Drama, Fantasy","Sanjeev BhaskarCurry Man (Mr. Bhatti), Steve MorphewA&E Doctor, Steve JonesEarnest Reporter"
Zubeidaa,tt0255713,2001,6.6,"Biography, Drama, History","Karisma KapoorZubeida, RekhaMandira Devi, Manoj BajpayeeRaja Vijendra Singh(as Manoj Bajpai)"
Sangam,tt0058547,1964,7.3,"Drama, Musical, Romance","Raj KapoorFlight Lt. Sunder Khanna, Rajendra Kumar TuliMagistrate Gopal Verma(as Rajendra Kumar), VyjayanthimalaRadha"
Namak Haraam,tt0070434,1973,7.2,Drama,"Rajesh KhannaSomnath (Somu)…, Amitabh BachchanVikram (Vicky) Maharaj, Simi GarewalManisha"
Ghost,tt0099653,1990,7.1,"Drama, Fantasy, Romance","Patrick SwayzeSam Wheat, Demi MooreMolly Jensen, Whoopi GoldbergOda Mae Brown"
1920 London,tt5638500,2016,4.1,"Horror, Mystery","Sharman JoshiJai Singh Gujjar, Meera ChopraShivangi, Vishal KarwalVeer"
Neal 'N' Nikki,tt0470869,2005,3.2,"Comedy, Musical, Romance","Uday ChopraGurneal ""Neal"" Ahluwalia, Tanishaa MukerjiNikita 'Nikki' Bakshi(as Tanisha Mukerji), Abhishek BachchanMan in bar"
Sahib Bibi Aur Ghulam,tt0056436,1962,8.1,"Drama, Musical","Meena KumariChhoti Bahu, Guru DuttAtulya Chakraborty 'Bhootnath', Rehman KhanChhote Sarkar(as Rehman)"
Miss Bala,tt5941692,2019,5.8,"Action, Crime, Drama","Gina RodriguezGloria, Thomas DekkerMakeup Supervisor, Vivian ChanFashion Designer"
Mohalla Assi,tt4949324,2015,6.6,"Comedy, Drama","Sunny DeolDharamnath Pandey, Sakshi TanwarSavitri Pandey, Ravi KishanKanni Guru Guide"
Big Daddy,tt0142342,1999,6.4,"Comedy, Drama","Adam SandlerSonny Koufax, Joey Lauren AdamsLayla Maloney, Jon StewartKevin Gerrity"
Rajma Chawal,tt6747420,2018,5.7,"Comedy, Drama, Family","Rishi KapoorRaj Mathur, Amyra DasturSeher…, Mukesh ChhabraAnoop Ji"
Mujhse Dosti Karoge!,tt0272736,2002,5.1,"Comedy, Drama, Family","Hrithik RoshanRaj Khanna, Kareena KapoorTina Kapoor, Rani MukerjiPooja Sahani"
Khubsoorat,tt0244585,1980,7.6,"Comedy, Drama, Family","Ashok KumarDwarka Prasad Gupta, RekhaManju Dayal, Rakesh RoshanInder Gupta"
Chameli Ki Shaadi,tt0090812,1986,7.5,"Comedy, Drama, Romance","Anil KapoorCharandas, Amrita SinghChameli, Om PrakashUstad Mastram Pehalwan"
Traffic Signal,tt0819810,2007,6.6,Drama,"Kunal KemmuSilsila(as Kunal Khemu), Nitu ChandraRani, Upendra LimayeManya Langda"
Dil Ne Jise Apna Kaha,tt0396563,2004,4.4,"Drama, Romance","Salman KhanRishabh, Preity G ZintaDr. Parineeta(as Preity Zinta), Bhoomika ChawlaDhani"
Mard,tt0089552,1985,6.2,"Action, Comedy, Drama","Amitabh BachchanRaju Singh (Mard), Amrita SinghRuby, Nirupa RoyRani Durga Singh"
Amar Prem,tt13751982,2020,4.7,Drama,"Kundan BhardwajChhote Thakur, Chandrima BanerjeeChameli, Kajal ChauhanChhoti Thakurain(as Kajal Agrawal)"
Teen Patti,tt1183917,2010,4.2,"Crime, Drama, Thriller","Amitabh BachchanProfessor Venkat Subramaniam, MadhavanProfessor Shantanu Biswas(as R. Madhavan), Shraddha KapoorAparna Khanna…"
The Notebook,tt0332280,2004,7.8,"Drama, Romance","Gena RowlandsAllie Calhoun, James GarnerDuke, Rachel McAdamsAllie"
Chittagong,tt1785333,2012,7.3,"Action, Drama, War","Manoj BajpayeeSurya Sen(as Manoj Bajpai), Barry JohnWilkinson, Delzad HiwaleJhunku Roy"
Naseeb,tt0082797,1981,7.1,"Action, Musical, Romance","Amitabh BachchanJohn Jaani Janardhan, Shatrughan SinhaVicky (Vikram), Rishi KapoorSunny"
Waqt Hamara Hai,tt0290331,1993,5.9,"Action, Comedy, Romance","Akshay KumarVikas Kumar Sabkuchwala, Suniel ShettySunil Choudhary(as Sunil Shetty)…, Ayesha JhulkaAyesha Vidrohi"
Taare Zameen Par,tt0986264,2007,8.3,"Drama, Family","Darsheel SafaryIshaan, Aamir KhanNikumbh Sir, Tanay ChhedaRajan"
Koshish,tt0215911,1972,8.4,Drama,"Sanjeev KumarHari Charan Mathur, Jaya BachchanAarti Mathur(as Jaya Bhaduri), Govardhan AsraniKanu - Aarti's Brother"
Aarzoo,tt0284811,1999,5.0,"Action, Drama, Romance","Madhuri DixitPooja Nath, Akshay KumarVijay Khanna, Saif Ali KhanAmar"
Pure One,tt0067546,1972,7.2,"Musical, Romance, Drama","Ashok KumarShahabuddin, Meena KumariNargis…, Raaj KumarSalim Ahmed Khan"
Ab Tumhare Hawale Watan Saathiyo,tt0397882,2004,4.4,"Action, Drama, War","Amitabh BachchanMajor General Amarjeet Singh, Akshay KumarMajor Rajeev Singh, Bobby DeolCaptain Kunaljit Singh…"
Ramayana: The Legend of Prince Rama,tt0259534,1993,9.2,"Animation, Action, Adventure","Arun GovilRama(voice), Nikhil KapoorRama(voice), Edie MirmanSita"
Chaalbaaz,tt0122427,1989,6.8,"Action, Comedy, Drama","SrideviAnju Das…, Sunny DeolSuraj, RajinikanthJaggu(as Rajinikant)"
Tum Mile,tt1522329,2009,5.0,"Drama, Romance","Emraan HashmiAkshay, Soha Ali KhanSanjana, Prerna Chawla"
Talaash: The Hunt Begins...,tt0338477,2003,4.3,"Action, Crime, Drama","Rakhee GulzarPurnima (Arjun's mother)(as Raakhee), Akshay KumarArjun, Kareena KapoorTina"
Ahista Ahista,tt0831840,2006,6.9,"Drama, Romance","Abhay DeolAnkush Ramdev, Soha Ali KhanMegha Joshi, Shayan MunshiDheeraj Ansaria"
Indu Sarkar,tt6620324,2017,6.0,"Drama, Thriller","Kirti KulhariIndu Sarkar, Tota Roy ChowdhuryNaveen Sarkar, Neil Nitin MukeshSanjay Gandhi"
Promising Young Woman,tt9620292,2020,7.5,"Crime, Drama, Mystery","Carey MulliganCassandra, Bo BurnhamRyan, Alison BrieMadison"
Arjun: The Warrior Prince,tt2404027,2012,6.8,"Animation, Action, Adventure","Yudhveer BakoliyaArjun(voice), Ashok BanthiaBhim(voice), Ravi KhanvilkarDrona(voice)(as Ravi Khanwilkar)"
Guest Iin London,tt6173826,2017,5.4,Comedy,"Kartik AaryanAryan, Kriti KharbandaAnaya, Paresh RawalGangasharan Gandothra"
"Tick, Tick... Boom!",tt8721424,2021,7.5,"Biography, Comedy, Drama","Andrew GarfieldJonathan Larson, Alexandra ShippSusan, Robin de JesusMichael(as Robin de Jesús)"
Deewaar: Let's Bring Our Heroes Home,tt0387989,2004,6.0,"Action, Drama, Thriller","Amitabh BachchanMaj. Ranvir Kaul, Sanjay DuttKhan, Akshaye KhannaGaurang Kaul"
Poster Boys,tt6352548,2017,5.4,Comedy,"Sunny DeolJagaavar Chaudhry, Bobby DeolVinay Sharma, Shreyas TalpadeArjun Singh"
Policegiri,tt2861320,2013,4.2,"Action, Comedy, Crime","Sanjay DuttDCP Rudra Adityadevraj, Prachi DesaiSehar, Prakash RajNagori Subramaniyam"
Bade Dilwala,tt0286478,1999,3.7,"Comedy, Drama, Romance","Suniel ShettyPolice Inspector Ram Prasad(as Sunil Shetty), Priya GillPiya Verma, Paresh RawalMannubhai Rajnikant Shroff"
Shabd,tt0409527,2005,5.1,"Drama, Thriller","Sanjay DuttShaukat Vashisht, Aishwarya Rai BachchanAntara Vashisth(as Aishwarya Rai)…, Zayed KhanYash"
Fight Club: Members Only,tt0456413,2006,3.6,"Action, Crime, Drama","Suniel ShettyAnna Shetty(as Sunil Shetty), Sohail KhanSameer, Zayed KhanVicky Khanna"
Aandhi,tt0178186,1975,7.9,"Drama, Romance","Suchitra SenAarti Devi, Sanjeev KumarJ.K., Om ShivpuriChandrasen"
Only You,tt0110737,1994,6.5,"Comedy, Romance","Marisa TomeiFaith Corvatch, Robert Downey Jr.Peter Wright, Bonnie HuntKate"
Sadda Adda,tt1941638,2012,7.1,"Comedy, Drama, Romance","Karan SharmaSameer Khanna, Karanvir SharmaSameer Khanna, Shaurya ChauhanShreya Gujral"
